Customer ID,recency,frequency,monetary,segment
13339,201,1,860.12,hibernating
13340,46,7,10736.48,loyal_customers
13341,261,1,775.8499999999999,hibernating
13343,178,1,353.43,hibernating
13344,68,3,2543.7200000000007,need_attention
13345,288,1,389.5,hibernating
13347,71,1,341.36,about_to_sleep
13348,65,1,233.76,about_to_sleep
13349,11,1,247.32,new_customers
13350,17,2,979.12,potential_loyalists
13351,67,1,373.94,about_to_sleep
13352,61,1,397.97999999999996,about_to_sleep
13354,72,1,743.5300000000001,about_to_sleep
13355,123,1,674.7,hibernating
13356,81,1,768.2400000000001,hibernating
13357,258,1,609.95,hibernating
13358,269,1,439.03000000000003,hibernating
13359,64,1,439.55999999999995,about_to_sleep
13362,10,4,3090.7400000000002,champions
13363,18,2,992.5,potential_loyalists
13364,72,1,134.96,about_to_sleep
13365,34,2,2225.37,about_to_sleep
13366,51,1,56.160000000000004,about_to_sleep
13368,257,2,623.4,hibernating
13369,366,1,308.28,hibernating
13370,372,1,754.8700000000001,hibernating
13372,90,1,378.63999999999993,hibernating
13373,61,3,3312.2500000000005,need_attention
13375,89,1,778.65,hibernating
13376,100,3,1019.76,at_risk
13379,27,3,572.56,potential_loyalists
13381,32,6,3639.31,loyal_customers
13382,281,1,222.99,hibernating
13384,31,7,4151.93,loyal_customers
13385,330,1,534.5699999999999,hibernating
13388,132,2,677.1,hibernating
13389,12,3,797.9599999999999,potential_loyalists
13390,75,1,544.08,hibernating
13391,204,1,59.8,hibernating
13394,2,8,2520.0200000000004,champions
13395,186,1,307.71999999999997,hibernating
13396,30,2,1360.99,potential_loyalists
13397,73,5,1544.1299999999999,at_risk
13398,193,1,457.34000000000003,hibernating
13402,128,2,621.2300000000002,hibernating
13403,18,1,75.0,promising
13404,2,2,252.49,potential_loyalists
13405,75,3,572.4509999999999,at_risk
13408,2,62,28117.04,champions
13410,25,5,1003.0600000000002,loyal_customers
13411,108,1,213.55,hibernating
13414,134,3,1390.5,at_risk
13416,44,2,712.5,about_to_sleep
13417,5,2,640.83,potential_loyalists
13418,12,18,6127.43,champions
13419,64,1,221.06,about_to_sleep
13420,150,2,159.85,hibernating
13421,41,2,1851.08,about_to_sleep
13422,65,1,2626.3,about_to_sleep
13425,109,3,1624.2100000000003,at_risk
13426,1,10,3641.3199999999997,champions
13427,20,3,582.6,potential_loyalists
13428,11,1,218.46999999999997,new_customers
13429,11,4,1006.7999999999998,champions
13430,19,2,679.4499999999999,potential_loyalists
13431,68,2,1269.1,about_to_sleep
13434,75,2,534.24,hibernating
13435,6,7,3809.89,champions
13436,2,1,196.88999999999996,new_customers
13437,15,7,3408.0600000000004,loyal_customers
13439,256,1,283.71,hibernating
13441,92,1,296.64000000000004,hibernating
13447,24,3,1129.1400000000003,potential_loyalists
13448,17,6,3539.3700000000003,loyal_customers
13449,24,1,291.88000000000005,promising
13450,27,6,2043.72,loyal_customers
13451,27,5,2976.15,loyal_customers
13452,260,2,590.0,hibernating
13453,166,2,356.97999999999996,hibernating
13455,25,2,1058.3400000000001,potential_loyalists
13456,18,6,1766.72,loyal_customers
13458,8,14,9646.57,champions
13460,30,2,183.44,potential_loyalists
13461,39,3,1445.0000000000002,need_attention
13462,253,1,151.5,hibernating
13464,59,1,674.6800000000001,about_to_sleep
13466,185,1,307.90000000000003,hibernating
13467,11,2,1083.71,potential_loyalists
13468,2,37,5704.969999999999,champions
13470,100,2,165.0,hibernating
13471,2,4,2531.58,champions
13473,61,2,422.64000000000004,about_to_sleep
13474,237,1,229.59,hibernating
13475,192,4,1431.7800000000002,at_risk
13476,179,2,1238.47,hibernating
13477,38,6,1454.5800000000002,loyal_customers
13479,201,2,300.95,hibernating
13481,46,5,1804.5600000000002,loyal_customers
13482,233,1,184.64,hibernating
13483,66,1,140.34,about_to_sleep
13484,242,1,313.8,hibernating
13485,234,1,454.24,hibernating
13486,79,3,1122.4099999999999,at_risk
13487,58,3,575.4000000000001,need_attention
13488,18,13,8968.31,loyal_customers
13489,106,4,449.52,at_risk
13491,52,10,1215.8199999999997,loyal_customers
13492,137,3,1269.84,at_risk
13493,276,2,618.63,hibernating
13494,312,1,316.26000000000005,hibernating
13495,8,5,2044.87,champions
13496,11,2,653.3299999999999,potential_loyalists
13497,283,2,348.04999999999995,hibernating
13499,18,5,1159.11,loyal_customers
13500,24,3,1166.77,potential_loyalists
13501,289,1,1340.32,hibernating
13502,17,3,291.99999999999994,potential_loyalists
13503,72,1,216.85000000000002,about_to_sleep
13504,65,1,295.93000000000006,about_to_sleep
13505,73,4,4393.63,at_risk
13506,317,2,458.52,hibernating
13507,4,4,2479.16,champions
13508,244,1,110.97000000000003,hibernating
13509,9,7,979.72,champions
13510,2,4,1791.56,champions
13512,261,1,251.20999999999998,hibernating
13513,127,1,205.09999999999997,hibernating
13514,74,1,152.20000000000002,hibernating
13515,73,4,891.12,at_risk
13516,22,3,1389.4100000000003,potential_loyalists
13517,60,3,2128.42,need_attention
13518,86,1,659.4399999999998,hibernating
13519,79,1,122.75,hibernating
13520,59,6,3624.3499999999995,loyal_customers
13521,2,3,1093.65,potential_loyalists
13522,31,1,125.80000000000001,promising
13523,34,5,3964.88,loyal_customers
13524,41,5,680.1800000000001,loyal_customers
13525,15,2,628.78,potential_loyalists
13527,34,7,2287.51,loyal_customers
13529,79,2,307.76,hibernating
13531,206,2,483.80000000000007,hibernating
13532,34,1,210.30999999999995,about_to_sleep
13533,183,3,270.79,at_risk
13534,3,25,5870.08,champions
13536,2,7,3448.29,champions
13538,44,7,1280.8500000000001,loyal_customers
13539,86,3,631.34,at_risk
13544,40,2,291.40999999999997,about_to_sleep
13546,13,3,626.99,potential_loyalists
13548,97,2,682.4100000000001,hibernating
13549,26,7,918.1999999999999,loyal_customers
13551,320,1,91.80000000000001,hibernating
13552,67,12,3740.0699999999997,loyal_customers
13555,74,4,4149.280000000001,at_risk
13557,29,2,584.06,potential_loyalists
13558,6,4,605.06,champions
13560,8,1,174.36999999999998,new_customers
13561,216,1,141.86,hibernating
13562,82,3,1799.33,at_risk
13563,85,2,777.53,hibernating
13564,145,3,1749.0200000000004,at_risk
13565,20,2,240.22,potential_loyalists
13566,41,2,874.71,about_to_sleep
13568,174,1,192.85,hibernating
13569,18,2,373.74999999999994,potential_loyalists
13570,244,1,239.49000000000004,hibernating
13571,13,12,2092.3199999999997,champions
13572,206,1,1384.2499999999998,hibernating
13573,51,2,294.4,about_to_sleep
13575,24,5,732.07,loyal_customers
13576,11,18,6717.34,champions
13577,26,4,1687.6000000000001,loyal_customers
13579,15,2,467.0400000000001,potential_loyalists
13581,310,1,118.0,hibernating
13583,156,1,781.03,hibernating
13584,307,1,142.4,hibernating
13587,64,1,712.4,about_to_sleep
13588,16,9,2478.95,loyal_customers
13589,15,2,379.65000000000003,potential_loyalists
13590,12,6,1981.9199999999994,champions
13591,65,3,1117.1299999999997,need_attention
13592,36,4,247.95999999999998,loyal_customers
13593,109,5,2037.0800000000002,at_risk
13594,53,1,396.97,about_to_sleep
13596,6,2,697.0400000000001,potential_loyalists
13598,48,1,180.17000000000002,about_to_sleep
13599,2,21,5153.67,champions
13600,313,1,219.51999999999998,hibernating
13601,46,2,693.32,about_to_sleep
13602,65,1,428.89,about_to_sleep
13603,27,1,164.34,promising
13606,30,3,280.53999999999996,potential_loyalists
13607,41,1,678.0100000000001,about_to_sleep
13610,13,7,1131.88,champions
13611,90,3,1171.7999999999997,at_risk
13614,25,4,1610.46,loyal_customers
13615,319,1,417.6900000000001,hibernating
13617,41,3,544.1800000000001,need_attention
13618,174,1,177.34,hibernating
13621,117,1,213.85,hibernating
13623,31,5,747.7800000000001,loyal_customers
13626,253,1,257.22999999999996,hibernating
13627,60,5,1638.47,loyal_customers
13629,24,11,7792.360000000001,loyal_customers
13630,6,7,2031.7800000000002,champions
13631,100,11,3070.42,cant_loose
13632,25,5,2121.27,loyal_customers
13634,34,5,1575.1599999999999,loyal_customers
13635,68,1,1071.03,about_to_sleep
13636,37,5,949.12,loyal_customers
13637,53,3,810.5,need_attention
13638,16,1,122.64,promising
13639,75,1,1033.3400000000001,hibernating
13642,216,1,354.8,hibernating
13643,32,3,519.44,potential_loyalists
13644,17,4,2624.26,loyal_customers
13645,121,1,252.1,hibernating
13647,10,4,1678.1200000000001,champions
13649,257,2,346.6,hibernating
13650,17,6,1836.3400000000001,loyal_customers
13651,36,2,94.2,about_to_sleep
13652,46,3,1095.08,need_attention
13654,44,6,2707.33,loyal_customers
13655,115,2,932.97,hibernating
13656,165,2,379.65000000000003,hibernating
13657,11,2,382.14,potential_loyalists
13658,10,5,2639.1700000000005,champions
13659,206,2,1573.1999999999998,hibernating
13662,86,3,897.76,at_risk
13663,180,1,189.46999999999997,hibernating
13666,61,3,84.65,need_attention
13667,150,1,305.0199999999999,hibernating
13668,3,21,6363.59,champions
13669,51,2,218.55,about_to_sleep
13670,76,1,349.7,hibernating
13672,302,2,186.39,hibernating
13673,19,2,396.91999999999996,potential_loyalists
13675,152,2,486.82000000000005,hibernating
13678,152,1,232.6,hibernating
13680,2,4,3722.42,champions
13681,18,4,827.83,loyal_customers
13682,188,1,59.5,hibernating
13684,286,1,67.23,hibernating
13685,3,7,3119.44,champions
13686,183,1,72.0,hibernating
13689,64,1,910.0,about_to_sleep
13690,60,1,172.25,about_to_sleep
13692,25,3,1488.32,potential_loyalists
13694,4,50,65039.619999999995,champions
13695,32,15,2504.13,loyal_customers
13697,39,1,151.3,about_to_sleep
13699,156,1,308.58,hibernating
13700,27,10,2265.12,loyal_customers
13703,319,1,99.5,hibernating
13704,6,9,2308.0600000000004,champions
13705,8,3,711.86,potential_loyalists
13706,303,1,330.79,hibernating
13707,268,2,806.41,hibernating
13708,272,1,296.88,hibernating
13709,4,13,6328.05,champions
13710,32,1,180.48,promising
13711,219,2,252.06000000000003,hibernating
13712,247,1,228.83999999999997,hibernating
13715,282,5,1079.3400000000001,at_risk
13716,270,1,138.28,hibernating
13717,33,6,1445.0100000000002,loyal_customers
13718,247,2,306.55,hibernating
13719,16,5,1041.68,loyal_customers
13720,117,4,799.9,at_risk
13721,37,1,524.1400000000001,about_to_sleep
13722,132,3,2375.41,at_risk
13723,218,1,199.85000000000002,hibernating
13725,50,8,1980.56,loyal_customers
13726,39,2,1079.6599999999999,about_to_sleep
13727,29,2,333.48,potential_loyalists
13728,37,6,1016.1400000000001,loyal_customers
13730,136,2,752.6,hibernating
13731,220,2,610.59,hibernating
13732,29,1,491.86000000000007,promising
13735,25,4,2885.2399999999993,loyal_customers
13736,6,2,731.8999999999999,potential_loyalists
13737,201,1,339.6,hibernating
13739,19,1,216.9,promising
13740,241,1,350.75,hibernating
13741,72,3,668.4300000000001,need_attention
13742,17,12,3131.0199999999995,loyal_customers
13743,3,7,1341.6,champions
13744,96,2,1156.36,hibernating
13745,163,1,300.03999999999996,hibernating
13747,374,1,79.6,hibernating
13748,96,5,948.2500000000001,at_risk
13750,54,5,1647.26,loyal_customers
13751,289,1,296.25,hibernating
13752,125,6,1186.28,cant_loose
13753,288,1,741.26,hibernating
13754,152,2,282.6,hibernating
13755,4,9,2161.35,champions
13756,3,14,5189.52,champions
13758,12,7,3190.55,champions
13759,34,2,659.41,about_to_sleep
13760,55,2,286.78999999999996,about_to_sleep
13761,51,2,1070.65,about_to_sleep
13762,219,1,306.72,hibernating
13763,64,1,1714.9599999999998,about_to_sleep
13764,71,3,1521.7600000000002,need_attention
13767,3,37,17220.36,champions
13769,3,10,2796.51,champions
13771,65,4,2634.45,loyal_customers
13772,34,3,1132.13,need_attention
13774,82,1,345.0,hibernating
13777,1,33,25977.160000000003,champions
13778,104,1,178.7,hibernating
13780,8,2,360.01000000000005,potential_loyalists
13781,251,1,127.84,hibernating
13782,13,6,912.0,champions
13784,10,11,2462.7899999999995,champions
13786,368,1,230.4,hibernating
13787,76,2,309.04,hibernating
13790,5,1,348.79999999999995,new_customers
13791,128,2,1516.0,hibernating
13792,67,2,195.54999999999995,about_to_sleep
13798,2,57,37153.85,champions
13799,117,2,688.8600000000001,hibernating
13800,310,1,558.32,hibernating
13801,67,1,324.79999999999995,about_to_sleep
13802,139,3,4599.42,at_risk
13803,256,1,277.07000000000005,hibernating
13804,31,7,2635.79,loyal_customers
13805,53,2,924.5999999999999,about_to_sleep
13806,64,1,256.38,about_to_sleep
13807,368,1,112.6,hibernating
13808,6,5,1747.6600000000003,champions
13809,306,1,155.05,hibernating
13810,29,3,1499.0100000000002,potential_loyalists
13811,184,3,814.5,at_risk
13812,43,3,539.0,need_attention
13813,40,4,1366.8600000000001,loyal_customers
13814,93,2,1579.1200000000001,hibernating
13815,23,4,4027.36,loyal_customers
13816,24,2,571.6700000000001,potential_loyalists
13817,30,2,382.97999999999996,potential_loyalists
13819,302,3,1140.35,at_risk
13821,145,2,385.64,hibernating
13822,6,2,632.0,potential_loyalists
13823,19,2,957.66,potential_loyalists
13824,33,5,1698.94,loyal_customers
13826,177,1,189.5,hibernating
13827,58,3,412.05,need_attention
13828,23,1,209.49000000000004,promising
13831,17,6,2202.99,loyal_customers
13832,20,1,52.199999999999996,promising
13833,160,1,384.7999999999999,hibernating
13835,26,4,834.57,loyal_customers
13837,212,2,271.24,hibernating
13838,6,4,691.7299999999999,champions
13841,253,1,85.0,hibernating
13842,59,9,3385.6200000000003,loyal_customers
13844,12,1,361.62,new_customers
13845,65,1,312.98,about_to_sleep
13846,25,3,865.0600000000002,potential_loyalists
13848,93,3,1255.0,at_risk
13849,52,2,1537.95,about_to_sleep
13850,130,1,1595.4800000000002,hibernating
13851,96,3,2651.4599999999996,at_risk
13853,58,1,1090.1399999999999,about_to_sleep
13854,9,25,8109.52,champions
13856,169,3,388.5,at_risk
13858,58,1,216.17000000000002,about_to_sleep
13859,327,1,201.16,hibernating
13860,2,5,1245.9,champions
13862,19,8,2209.36,loyal_customers
13863,248,1,305.78,hibernating
13865,59,4,501.56,loyal_customers
13866,75,1,145.67,hibernating
13867,32,3,1015.29,potential_loyalists
13868,8,2,3192.54,potential_loyalists
13869,124,4,3104.95,at_risk
13870,3,8,2770.94,champions
13871,23,13,6403.25,loyal_customers
13873,120,3,389.59999999999997,at_risk
13874,359,1,540.45,hibernating
13875,54,5,1786.79,loyal_customers
13876,64,1,122.69999999999999,about_to_sleep
13877,87,1,117.24000000000001,hibernating
13878,55,1,1281.53,about_to_sleep
13880,22,13,3219.7700000000004,loyal_customers
13881,4,20,17159.52,champions
13882,3,5,1191.13,champions
13883,11,5,2674.48,champions
13884,8,5,787.6000000000001,champions
13885,190,2,506.8,hibernating
13886,72,1,243.56,about_to_sleep
13887,205,1,349.54999999999995,hibernating
13888,120,2,605.63,hibernating
13889,93,1,416.9,hibernating
13890,2,10,1883.8100000000004,champions
13892,27,4,632.97,loyal_customers
13893,298,1,821.1000000000001,hibernating
13894,24,3,564.6200000000001,potential_loyalists
13895,29,4,2593.0699999999997,loyal_customers
13897,51,1,311.15999999999997,about_to_sleep
13898,326,1,155.93,hibernating
13899,17,2,388.52,potential_loyalists
13900,184,3,740.9499999999999,at_risk
13901,73,5,2867.2,at_risk
13904,38,2,332.64000000000004,about_to_sleep
13908,80,4,2369.55,at_risk
13911,58,9,2580.91,loyal_customers
13914,12,2,626.45,potential_loyalists
13917,50,2,272.03999999999996,about_to_sleep
13918,50,2,1212.8400000000004,about_to_sleep
13919,60,2,384.81000000000006,about_to_sleep
13922,352,1,172.24999999999997,hibernating
13923,54,1,351.13000000000005,about_to_sleep
13924,2,6,1838.85,champions
13925,93,4,678.25,at_risk
13926,24,1,223.85000000000002,promising
13927,75,1,348.99000000000007,hibernating
13928,11,4,464.57,champions
13929,170,2,842.65,hibernating
13930,58,2,337.34,about_to_sleep
13931,96,2,1237.53,hibernating
13932,295,1,307.4,hibernating
13933,110,2,608.7899999999998,hibernating
13934,264,1,922.0999999999999,hibernating
13936,180,1,376.5799999999999,hibernating
13937,170,1,158.85,hibernating
13938,36,1,71.66,about_to_sleep
13939,24,3,568.55,potential_loyalists
13940,18,4,839.14,loyal_customers
13941,22,5,5112.96,loyal_customers
13946,80,3,561.57,at_risk
13947,66,1,90.6,about_to_sleep
13948,361,1,101.99999999999999,hibernating
13949,3,6,2427.3199999999997,champions
13950,12,4,745.0600000000001,champions
13951,177,3,674.4499999999998,at_risk
13952,218,2,3251.071,hibernating
13953,8,7,3515.6799999999994,champions
13954,2,2,439.92,potential_loyalists
13955,155,2,322.96,at_risk
13956,6,5,1026.42,champions
13959,80,3,598.1999999999999,at_risk
13960,22,2,230.22,potential_loyalists
13962,22,2,169.55,potential_loyalists
13963,309,4,664.5400000000001,at_risk
13967,146,1,80.7,hibernating
13969,8,18,9053.939999999999,champions
13971,19,8,2758.26,loyal_customers
13972,71,2,190.25000000000003,need_attention
13973,288,1,264.7,hibernating
13974,50,1,413.59,about_to_sleep
13975,32,6,2526.2799999999997,loyal_customers
13976,207,1,357.98,hibernating
13978,15,2,196.79,potential_loyalists
13979,74,1,869.8699999999998,hibernating
13980,61,1,200.14000000000001,about_to_sleep
13982,40,4,1871.81,loyal_customers
13983,30,12,2603.4300000000003,loyal_customers
13984,27,5,920.51,loyal_customers
13985,5,15,7060.13,champions
13986,18,1,320.46000000000004,promising
13988,20,6,4147.96,loyal_customers
13989,66,2,1266.08,need_attention
13990,214,1,311.3,hibernating
13991,13,6,855.9700000000001,champions
13992,31,1,76.8,promising
13993,43,9,3466.3600000000006,loyal_customers
13994,4,6,2313.1400000000003,champions
13995,16,5,1393.69,loyal_customers
13999,11,12,3901.81,champions
14000,212,1,635.6600000000001,hibernating
14001,46,3,2043.0800000000002,need_attention
14002,135,2,529.7299999999999,at_risk
14004,44,7,4582.639999999999,loyal_customers
14005,10,5,2874.72,champions
14006,116,3,962.1899999999999,at_risk
14009,199,2,695.6099999999999,at_risk
14012,278,1,328.8,hibernating
14013,111,3,473.02,at_risk
14014,78,1,505.18,hibernating
14015,53,1,917.34,about_to_sleep
14016,162,4,4341.21,at_risk
14019,47,3,1421.61,need_attention
14020,17,2,642.8000000000001,potential_loyalists
14021,156,3,631.9000000000001,at_risk
14022,226,1,440.0,hibernating
14023,8,2,584.0699999999999,potential_loyalists
14024,122,2,327.70000000000005,at_risk
14027,61,1,104.82000000000002,about_to_sleep
14029,64,2,467.66,need_attention
14030,19,8,2360.0899999999997,loyal_customers
14031,8,19,17286.86,champions
14032,3,11,2975.59,champions
14034,23,3,651.8199999999999,potential_loyalists
14035,29,5,1428.0200000000002,loyal_customers
14036,285,1,626.65,hibernating
14037,177,2,147.2,at_risk
14038,79,3,1560.3799999999994,at_risk
14039,34,1,152.2,about_to_sleep
14040,41,12,3614.92,loyal_customers
14041,267,1,141.41,hibernating
14044,27,4,652.8199999999999,loyal_customers
14045,110,4,1659.75,at_risk
14046,285,1,154.99,hibernating
14047,9,5,1308.6100000000001,champions
14048,306,1,409.93,hibernating
14049,17,4,5681.72,loyal_customers
14050,32,2,746.3599999999999,potential_loyalists
14051,1,23,15610.390000000003,champions
14052,20,1,225.36,promising
14053,125,2,260.25,at_risk
14054,66,1,92.46,about_to_sleep
14055,107,1,725.6400000000001,hibernating
14056,2,23,8214.65,champions
14057,24,17,6217.959999999999,loyal_customers
14059,267,1,183.6,hibernating
14060,5,19,6140.42,champions
14062,10,12,10464.850000000002,champions
14064,30,5,1353.74,loyal_customers
14066,267,1,152.55,hibernating
14067,64,2,374.7,need_attention
14068,321,1,265.85,hibernating
14071,4,8,1438.8200000000002,champions
14073,33,1,151.04,promising
14075,5,3,942.26,potential_loyalists
14076,130,1,122.47,hibernating
14077,41,5,499.4200000000001,loyal_customers
14078,102,6,1049.37,cant_loose
14079,125,1,375.0999999999999,hibernating
14080,33,1,45.599999999999994,promising
14081,303,2,934.52,at_risk
14082,365,1,182.24999999999997,hibernating
14083,5,9,1018.4300000000001,champions
14085,3,18,4448.540000000001,champions
14087,3,1,194.42,new_customers
14088,11,13,50491.81,champions
14089,57,1,161.0,about_to_sleep
14090,325,1,76.32000000000001,hibernating
14092,8,14,4076.91,champions
14093,13,1,442.84999999999997,new_customers
14096,5,17,65164.79,champions
14098,37,1,147.34999999999997,about_to_sleep
14099,17,11,3104.17,loyal_customers
14100,138,1,194.90000000000003,hibernating
14101,74,6,5976.790000000001,cant_loose
14102,6,5,1360.28,champions
14104,155,2,216.20999999999998,at_risk
14105,240,1,1266.23,hibernating
14107,52,7,2703.23,loyal_customers
14108,31,2,597.9100000000001,potential_loyalists
14109,73,1,144.2,hibernating
14110,4,12,5683.1500000000015,champions
14111,15,4,692.85,loyal_customers
14112,23,7,2915.15,loyal_customers
14113,4,4,1840.4199999999998,champions
14114,274,2,386.53,at_risk
14116,20,5,1382.7399999999998,loyal_customers
14117,144,1,90.0,hibernating
14121,4,4,2780.15,champions
14124,85,1,419.58000000000004,hibernating
14125,11,3,2740.4300000000003,potential_loyalists
14126,8,3,706.1300000000001,potential_loyalists
14127,123,3,709.7099999999999,at_risk
14128,61,2,637.5000000000002,need_attention
14129,2,5,1123.8600000000001,champions
14130,320,1,483.86,hibernating
14132,3,11,3586.0299999999997,champions
14133,130,3,605.6399999999999,at_risk
14135,2,15,4690.3099999999995,champions
14138,2,2,982.3800000000002,potential_loyalists
14139,47,1,415.81999999999994,about_to_sleep
14140,4,2,935.05,potential_loyalists
14141,3,4,915.1300000000001,champions
14142,374,1,311.81,hibernating
14143,134,1,115.8,hibernating
14145,47,4,3742.2,loyal_customers
14146,9,5,4191.0,champions
14147,79,2,483.4,at_risk
14148,234,1,157.2,hibernating
14149,221,1,446.62000000000006,hibernating
14150,36,2,658.64,need_attention
14152,76,2,621.29,at_risk
14154,240,2,1345.62,at_risk
14155,267,1,118.75,hibernating
14156,10,55,117379.63,champions
14157,20,2,432.88,potential_loyalists
14158,41,1,507.65999999999997,about_to_sleep
14159,20,11,4693.01,loyal_customers
14161,216,3,1110.52,at_risk
14162,174,2,289.36,at_risk
14163,88,4,2445.9100000000003,at_risk
14164,71,2,1631.7700000000004,need_attention
14165,276,1,122.54,hibernating
14167,40,4,574.84,loyal_customers
14171,99,1,363.79,hibernating
14173,11,4,450.8400000000001,champions
14174,34,1,134.46,about_to_sleep
14175,60,3,3222.3,need_attention
14176,298,4,576.9,at_risk
14177,87,4,559.4100000000001,at_risk
14178,9,7,1620.9300000000003,champions
14179,41,2,719.78,need_attention
14180,11,25,4748.52,champions
14184,67,1,452.89,about_to_sleep
14185,332,1,197.65,hibernating
14188,31,6,2054.36,loyal_customers
14189,3,15,4654.08,champions
14191,2,13,4684.76,champions
14193,68,2,853.3900000000001,need_attention
14194,5,21,11349.52,champions
14195,202,2,1011.9999999999998,at_risk
14196,107,1,335.52,hibernating
14198,19,4,701.4,loyal_customers
14199,219,1,185.39999999999998,hibernating
14201,61,7,747.4400000000002,loyal_customers
14204,3,1,161.02999999999994,new_customers
14205,17,2,466.70000000000005,potential_loyalists
14206,240,1,328.15999999999997,hibernating
14208,95,1,151.73999999999998,hibernating
14209,11,6,2073.4300000000003,champions
14210,106,6,1905.8400000000001,cant_loose
14211,54,9,2241.1000000000004,loyal_customers
14212,90,1,1070.48,hibernating
14214,31,5,1004.3800000000001,loyal_customers
14215,12,6,1789.72,champions
14216,4,4,1839.3000000000002,champions
14217,2,17,2004.9799999999998,champions
14218,43,1,169.48000000000002,about_to_sleep
14219,5,1,89.94,new_customers
14220,248,2,632.3999999999999,at_risk
14221,43,9,3432.8,loyal_customers
14222,178,1,683.1700000000001,hibernating
14223,93,3,991.1300000000001,at_risk
14224,111,4,1050.1200000000001,at_risk
14226,29,5,2232.19,loyal_customers
14227,27,10,3350.96,loyal_customers
14229,52,3,1547.2,need_attention
14231,184,3,925.71,at_risk
14232,43,5,2048.07,loyal_customers
14233,50,4,1462.7200000000003,loyal_customers
14234,23,4,775.4600000000003,loyal_customers
14235,76,5,3144.86,at_risk
14236,81,2,490.86,at_risk
14237,374,1,161.00000000000003,hibernating
14238,327,1,146.85,hibernating
14239,44,11,2380.8500000000004,loyal_customers
14240,31,2,890.3400000000001,potential_loyalists
14241,184,1,213.70000000000005,hibernating
14242,235,2,280.55,at_risk
14243,9,10,2588.7699999999995,champions
14245,220,2,1693.4499999999998,at_risk
14246,111,3,1474.0600000000002,at_risk
14247,279,1,136.76999999999998,hibernating
14248,319,1,302.58,hibernating
14250,8,3,1904.05,potential_loyalists
14251,2,5,2879.7,champions
14256,261,2,969.06,at_risk
14257,65,5,3099.7200000000003,loyal_customers
14258,10,9,12669.98,champions
14259,142,1,120.0,hibernating
14261,51,2,1163.45,need_attention
14262,9,8,2618.2299999999996,champions
14264,155,2,333.97,at_risk
14265,110,2,530.18,at_risk
14267,163,3,1516.24,at_risk
14270,332,1,492.65,hibernating
14271,226,1,112.32,hibernating
14272,74,2,437.96000000000004,at_risk
14273,52,4,559.97,loyal_customers
14276,99,3,1119.7400000000002,at_risk
14277,16,3,4216.2,potential_loyalists
14280,197,1,134.04,hibernating
14282,4,15,3729.34,champions
14284,31,2,595.25,potential_loyalists
14285,22,4,1910.0100000000002,loyal_customers
14286,24,3,4628.75,potential_loyalists
14287,9,3,176.63,potential_loyalists
14288,214,1,426.6,hibernating
14289,9,6,911.26,champions
14290,12,5,2314.6499999999996,champions
14291,2,11,3883.25,champions
14292,8,9,4871.929999999999,champions
14293,4,4,1046.56,champions
14295,41,1,166.2,about_to_sleep
14297,18,4,1305.3299999999997,loyal_customers
14298,9,44,51527.299999999996,champions
14299,9,9,3965.62,champions
14300,19,1,43.2,promising
14301,118,1,640.1400000000001,hibernating
14304,223,1,383.45000000000005,hibernating
14305,72,3,1858.9600000000003,need_attention
14306,52,2,2093.3199999999997,need_attention
14307,89,6,2995.72,cant_loose
14309,9,9,2352.53,champions
14311,243,1,310.26,hibernating
14312,47,6,1611.59,loyal_customers
14314,107,1,120.0,hibernating
14315,45,6,2481.13,loyal_customers
14317,65,1,508.58,about_to_sleep
14320,207,2,477.78999999999996,at_risk
14321,11,5,1530.7500000000002,champions
14323,115,2,605.0600000000001,at_risk
14326,243,1,183.85000000000002,hibernating
14327,164,1,311.65000000000003,hibernating
14329,18,7,5014.839999999999,loyal_customers
14331,125,2,462.65999999999997,at_risk
14332,23,3,866.3100000000001,potential_loyalists
14333,68,1,415.2,about_to_sleep
14334,17,8,2552.2100000000005,loyal_customers
14335,17,2,468.25999999999993,potential_loyalists
14336,17,4,1614.91,loyal_customers
14338,162,2,588.2199999999999,at_risk
14339,243,1,309.52,hibernating
14340,219,1,134.7,hibernating
14341,46,8,2182.28,loyal_customers
14342,22,4,668.5600000000002,loyal_customers
14344,128,8,889.9300000000002,cant_loose
14345,39,1,108.97999999999999,about_to_sleep
14346,121,2,1021.58,at_risk
14348,261,1,409.57,hibernating
14349,11,1,133.5,new_customers
14350,275,1,282.92999999999995,hibernating
14351,165,1,51.0,hibernating
14352,158,4,1078.9600000000003,at_risk
14353,216,1,90.6,hibernating
14354,6,2,163.62,potential_loyalists
14355,366,1,174.4,hibernating
14356,80,2,701.23,at_risk
14357,44,1,225.76999999999998,about_to_sleep
14359,20,3,912.1800000000001,potential_loyalists
14360,32,4,2128.2300000000005,loyal_customers
14362,23,1,161.2,promising
14364,109,8,3717.35,cant_loose
14367,9,16,9261.52,champions
14368,320,1,155.0,hibernating
14371,296,1,100.5,hibernating
14373,359,1,76.55,hibernating
14375,186,1,257.68,hibernating
14377,192,2,617.05,at_risk
14379,45,2,348.1,need_attention
14381,53,1,202.68,about_to_sleep
14382,27,1,626.07,promising
14383,39,3,1247.69,need_attention
14385,10,3,202.10999999999999,potential_loyalists
14386,297,1,142.4,hibernating
14387,33,3,1770.5600000000002,potential_loyalists
14388,11,8,3212.84,champions
14389,66,2,1043.46,need_attention
14390,11,9,4652.82,champions
